City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Luanda,AO,-8.8368,13.2343,80.6,78,20,8.05,few clouds
455,Maridi,SS,4.9158,29.4742,72.12,82,97,3.74,overcast clouds
456,Frontera,MX,26.9333,-101.45,92.32,26,40,10.0,scattered clouds
457,Sorland,NO,67.667,12.6934,37.26,72,100,19.15,overcast clouds
458,Srednekolymsk,RU,67.45,153.6833,-0.87,98,100,7.72,overcast clouds
459,Ziro,IN,27.6333,93.8333,49.48,96,69,3.15,broken clouds
460,Barinas,VE,8.6226,-70.2075,95.04,41,86,9.22,overcast clouds
461,Trinidad,BO,-14.8333,-64.9,86.47,68,22,8.61,few clouds
462,Ulladulla,AU,-35.35,150.4667,65.3,79,23,4.76,few clouds
463,Chunoyar,RU,57.4467,97.3217,25.72,94,100,6.4,light snow
464,Tigil,RU,57.8,158.6667,8.22,96,77,3.18,broken clouds
465,Biak,ID,-0.9131,122.8766,76.95,78,84,6.2,broken clouds
466,Sobolevo,RU,54.4299,31.8996,42.58,62,100,4.99,overcast clouds
467,Tubinskiy,RU,52.8892,58.2225,41.99,77,100,10.29,overcast clouds
468,Marrakesh,MA,31.6315,-8.0083,82.47,36,43,10.36,scattered clouds
469,Lagoa,PT,39.05,-27.9833,55.94,60,100,33.35,overcast clouds
470,Sehithwa,BW,-20.4667,22.7167,71.8,65,25,5.91,light rain
471,Namtsy,RU,62.7161,129.6658,-2.2,94,93,5.23,overcast clouds
472,Aklavik,CA,68.2191,-135.0107,1.4,78,20,0.0,few clouds
473,Ancud,CL,-41.8697,-73.8203,55.22,71,94,4.65,overcast clouds
474,Stromness,GB,58.965,-3.296,40.96,78,98,5.99,overcast clouds
475,Cascais,PT,38.6979,-9.4215,64.26,80,40,15.99,scattered clouds
476,Simao,CN,22.7886,100.9748,61.57,68,23,0.45,few clouds
477,Kilindoni,TZ,-7.9139,39.6668,83.37,74,35,13.04,scattered clouds
478,La Ronge,CA,55.1001,-105.2842,23.25,63,100,16.11,overcast clouds
479,Shingu,JP,33.7333,135.9833,57.79,72,95,5.23,overcast clouds
480,Valdivia,CL,-39.8142,-73.2459,50.09,80,100,2.37,overcast clouds
481,Acapulco,MX,16.8634,-99.8901,87.62,51,0,8.05,clear sky
482,Pitimbu,BR,-7.4706,-34.8086,84.79,71,59,14.67,broken clouds
483,Keningau,MY,5.3378,116.1602,69.6,98,94,1.63,overcast clouds
484,Davila,PH,18.4726,120.5763,79.47,78,71,4.56,broken clouds
485,Iberia,US,29.9502,-91.7507,77.05,57,0,24.16,clear sky
486,Taltal,CL,-25.4,-70.4833,65.3,67,7,5.97,clear sky
487,Tiznit,MA,29.5833,-9.5,74.34,34,32,5.95,scattered clouds
488,Pacifica,US,37.6138,-122.4869,68.41,49,40,14.97,scattered clouds
489,Kenora,CA,49.8167,-94.4337,41.97,65,100,13.8,overcast clouds
490,Lufilufi,WS,-13.8745,-171.5986,73.18,79,38,11.95,scattered clouds
491,Montecristo,CO,8.2971,-74.4733,88.61,66,100,1.77,overcast clouds
492,Qasigiannguit,GL,68.8193,-51.1922,21.45,70,100,0.36,overcast clouds
493,San Angelo,US,31.4638,-100.437,82.11,34,0,19.57,clear sky
494,Antalaha,MG,-14.9003,50.2788,74.46,93,89,6.8,overcast clouds
495,Alofi,NU,-19.0595,-169.9187,75.09,94,25,2.3,scattered clouds
496,Rodos,GR,36.4408,28.2225,66.78,67,20,3.44,few clouds
497,Ndjole,GA,-0.1783,10.7649,80.31,77,59,3.11,broken clouds
498,Toledo,ES,39.8333,-4.0,67.68,47,80,12.33,broken clouds
499,Cervo,ES,43.6702,-7.4101,60.76,74,81,7.4,broken clouds
500,Rabaul,PG,-4.1967,152.1721,80.11,76,52,0.74,broken clouds
501,Port Lincoln,AU,-34.7333,135.8667,63.01,80,100,15.19,overcast clouds
502,Vanavara,RU,60.34,102.2797,13.17,96,61,3.58,broken clouds
503,Sakakah,SA,29.9697,40.2064,81.97,15,78,12.28,broken clouds
504,Kaduqli,SD,11.0167,29.7167,90.09,26,53,1.43,broken clouds
505,Birao,CF,10.2849,22.7882,85.8,43,83,5.93,broken clouds
506,Hualmay,PE,-11.0964,-77.6139,73.06,75,55,9.33,broken clouds
507,Kotri,PK,25.366,68.3122,85.68,42,82,14.67,broken clouds
508,Prince Rupert,CA,54.3161,-130.3201,42.49,70,0,2.3,clear sky
509,Ternate,ID,0.8,127.4,80.8,81,100,8.48,overcast clouds
510,Rio Gallegos,AR,-51.6226,-69.2181,55.45,50,75,8.05,broken clouds
511,Charters Towers,AU,-20.1,146.2667,71.64,88,51,6.71,broken clouds
512,Zhongshu,CN,24.5167,103.7667,59.2,71,25,3.11,scattered clouds
513,Channel-Port Aux Basques,CA,47.5702,-59.1367,38.71,92,95,10.38,overcast clouds
514,Fenoarivo Atsinanana,MG,-17.3667,49.4167,75.51,85,14,10.47,light rain
515,Pisco,PE,-13.7,-76.2167,73.02,78,86,7.18,overcast clouds
516,Banda Aceh,ID,5.5577,95.3222,80.42,79,69,1.72,broken clouds
517,Tarko-Sale,RU,64.9225,77.785,23.4,96,100,15.1,light snow
518,Mchinji,MW,-13.7984,32.8802,62.31,98,55,3.71,broken clouds
519,Makat,KZ,47.6469,53.3463,56.07,71,14,2.89,few clouds
520,Sisimiut,GL,66.9395,-53.6735,27.9,57,100,1.03,overcast clouds
521,Banjar,ID,-8.19,114.9675,75.43,89,36,4.52,scattered clouds
522,Necochea,AR,-38.5473,-58.7368,72.1,64,100,6.02,overcast clouds
523,Borogontsy,RU,62.6683,131.1683,-3.69,95,77,3.94,broken clouds
524,La Primavera,CO,5.4906,-70.4092,93.65,36,96,6.4,overcast clouds
525,Capreol,CA,46.706,-80.9225,42.91,60,75,8.05,broken clouds
526,Alice Springs,AU,-23.7,133.8833,69.22,32,60,0.0,broken clouds
527,Gdov,RU,58.7406,27.8122,35.13,82,46,10.56,scattered clouds
528,Boguchany,RU,58.3814,97.4531,25.25,99,99,2.33,overcast clouds
529,Honiara,SB,-9.4333,159.95,77.07,86,43,3.13,scattered clouds
530,Santa Cruz Del Norte,CU,23.1539,-81.9236,73.09,52,4,16.6,clear sky
531,Omsukchan,RU,62.5333,155.8,-21.35,100,69,4.21,broken clouds
532,Krasnaya Gorbatka,RU,55.8703,41.7641,44.96,97,100,1.54,overcast clouds
533,Kurumkan,RU,54.3,110.3,26.82,78,100,3.18,overcast clouds
534,Parkes,AU,-33.1333,148.1833,58.35,90,11,2.42,few clouds
535,Camacha,PT,33.0833,-16.3333,63.82,68,20,16.11,few clouds
536,Tawau,MY,4.2498,117.8871,78.93,94,99,5.01,overcast clouds
537,Koscian,PL,52.0883,16.6487,43.34,78,92,8.68,overcast clouds
538,Athabasca,CA,54.7169,-113.2854,28.81,53,100,22.84,overcast clouds
539,Bubaque,GW,11.2833,-15.8333,76.75,74,32,18.23,scattered clouds
540,Seoul,KR,37.5683,126.9778,54.97,74,40,1.14,scattered clouds
541,Mandurah,AU,-32.55,115.7,57.9,78,60,4.99,broken clouds
542,Half Moon Bay,US,37.4636,-122.4286,68.59,33,40,14.97,scattered clouds
543,Okhotsk,RU,59.3833,143.3,22.03,90,100,9.31,overcast clouds
544,Huarmey,PE,-10.0681,-78.1522,73.98,76,42,11.03,scattered clouds
545,Andenes,NO,69.3143,16.1194,37.38,60,40,18.41,scattered clouds
546,Melito Di Porto Salvo,IT,37.9222,15.7714,57.2,62,2,18.41,clear sky
547,Tessalit,ML,20.1986,1.0114,92.61,5,0,9.13,clear sky
548,Akyab,MM,20.15,92.9,81.05,80,14,5.26,few clouds
549,Pangnirtung,CA,66.1451,-65.7125,19.4,68,75,5.75,broken clouds
550,Hit,IQ,33.6416,42.8251,77.2,17,61,9.82,broken clouds
551,Mayo,US,38.8876,-76.5119,51.26,48,100,14.0,overcast clouds
552,Coquimbo,CL,-29.9533,-71.3436,60.53,72,75,3.44,broken clouds
553,Kuopio,FI,62.8924,27.677,33.75,86,100,11.5,overcast clouds
554,Helena,US,46.5927,-112.0361,37.17,38,75,9.22,broken clouds
555,El Limon,VE,10.3059,-67.6321,89.01,44,81,2.35,broken clouds
556,Yatou,CN,37.15,122.3833,51.39,95,8,12.8,clear sky
557,Faya,SA,18.3851,42.4509,68.11,41,1,2.84,clear sky
558,Zheleznodorozhnyy,RU,55.7503,38.0042,43.32,92,100,3.15,overcast clouds
559,Fairview,US,40.8126,-73.999,49.82,47,100,21.85,overcast clouds
560,Angoche,MZ,-16.2325,39.9086,77.54,86,37,7.38,scattered clouds
561,Gold Coast,AU,-28.0,153.4333,68.0,94,0,4.61,clear sky
562,Ambon,ID,-3.6954,128.1814,75.34,94,20,4.61,few clouds
563,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,77,43,8.57,scattered clouds
564,Qeshm,IR,26.9581,56.2719,82.29,51,1,11.52,clear sky
565,Sao Miguel,BR,-5.4667,-35.3667,88.57,64,40,14.67,scattered clouds
566,Isangel,VU,-19.55,169.2667,78.91,85,65,7.83,broken clouds
567,Newark,US,40.7357,-74.1724,50.92,45,75,19.57,broken clouds
568,Cao Bang,VN,22.6667,106.25,67.62,85,0,2.84,clear sky
569,Santiago,CL,-33.4569,-70.6483,71.29,45,20,4.61,few clouds
570,Hearst,CA,49.6835,-83.6665,39.45,99,95,1.79,overcast clouds
571,Teguise,ES,29.0605,-13.564,66.42,78,20,6.91,few clouds
572,Kungurtug,RU,50.5994,97.5228,14.76,87,80,2.37,broken clouds
573,Riwaka,NZ,-41.0833,173.0,54.01,80,5,3.76,clear sky
574,Paciran,ID,-6.8767,112.3761,78.73,84,75,5.61,broken clouds
575,Whitehorse,CA,60.7161,-135.0538,19.09,52,75,5.75,broken clouds
576,Slovenska Bistrica,SI,46.3928,15.5744,47.1,65,40,3.44,scattered clouds
577,Vestmanna,FO,62.1564,-7.1664,32.92,64,75,5.75,broken clouds
578,Oriximina,BR,-1.7656,-55.8661,76.93,94,99,2.59,overcast clouds
579,Garden City,US,42.3256,-83.331,54.9,45,20,5.75,few clouds
580,Ust-Nera,RU,64.5667,143.2,-20.2,99,58,6.13,broken clouds
581,Saldanha,ZA,-33.0117,17.9442,77.05,71,0,8.41,clear sky
582,Moyale,KE,3.5167,39.0584,72.05,67,58,4.97,broken clouds
583,Panzhihua,CN,26.5851,101.7128,66.24,68,27,0.29,scattered clouds
584,Libenge,CD,3.65,18.6333,72.73,89,94,5.03,overcast clouds
585,Baghdad,IQ,33.3406,44.4009,71.51,30,41,5.75,scattered clouds
586,Nalut,LY,30.3333,10.85,74.01,14,0,11.45,clear sky
587,Jeremoabo,BR,-10.075,-38.4808,89.8,42,76,9.17,broken clouds
588,Alekseyevka,RU,50.6309,38.6903,55.94,66,100,6.49,overcast clouds
589,Metro,ID,-5.1131,105.3067,74.79,88,100,6.51,overcast clouds
590,Baker City,US,44.7749,-117.8344,35.58,82,100,0.0,overcast clouds
591,Gus-Khrustalnyy,RU,55.6111,40.6519,42.55,99,100,4.07,overcast clouds
592,Paamiut,GL,61.994,-49.6678,31.48,80,100,15.26,overcast clouds
593,Sibolga,ID,1.7427,98.7792,76.66,89,100,2.62,moderate rain
594,Sabha,LY,27.0377,14.4283,79.86,17,0,18.5,clear sky
595,San Vicente De Canete,PE,-13.0751,-76.3835,74.52,71,80,8.61,broken clouds
596,Itoman,JP,26.1247,127.6694,73.78,92,75,13.8,broken clouds
597,Grand-Lahou,CI,5.1367,-5.0242,82.96,77,20,9.55,few clouds
598,Dutse,NG,11.7594,9.3392,93.16,16,100,5.77,overcast clouds
599,Funadhoo,MV,6.15,73.2667,85.55,69,78,12.73,broken clouds
600,Yangambi,CD,0.8102,24.4336,71.89,97,85,2.17,light rain
601,Agirish,RU,61.9247,63.0231,37.42,98,100,9.53,overcast clouds
602,Oussouye,SN,12.485,-16.5469,80.69,39,19,16.51,few clouds
603,Mandal,IN,25.45,74.5667,85.21,12,1,9.13,clear sky
604,Kansanshi,ZM,-12.0951,26.4273,62.11,95,96,4.25,overcast clouds
605,Cloquet,US,46.7216,-92.4594,47.37,42,100,6.91,overcast clouds
606,Olga,RU,43.7444,135.2892,39.04,90,100,1.36,overcast clouds
607,Oistins,BB,13.0667,-59.5333,86.09,62,75,23.02,broken clouds
608,Oksfjord,NO,70.2396,22.3479,35.67,94,92,5.99,overcast clouds
609,Umm Lajj,SA,25.0213,37.2685,79.09,53,2,5.35,clear sky
610,Sakti,IN,22.0333,82.9667,84.87,20,16,3.06,few clouds
611,Show Low,US,34.2542,-110.0298,63.09,26,0,18.41,clear sky
612,Jiayuguan,CN,39.8167,98.3,45.34,34,88,6.24,overcast clouds
613,Yabelo,ET,4.8833,38.0833,63.68,66,43,12.3,scattered clouds
614,Maputo,MZ,-25.9653,32.5892,74.88,83,75,6.91,broken clouds
615,Rambha,IN,19.5167,85.1,79.92,80,27,16.06,scattered clouds
616,Varhaug,NO,58.6147,5.6457,41.49,76,26,22.03,scattered clouds
617,Maniitsoq,GL,65.4167,-52.9,31.05,74,100,9.75,overcast clouds
618,Gumdag,TM,39.2061,54.5906,60.01,61,100,6.69,overcast clouds
619,Carros,FR,43.7894,7.184,54.77,43,0,3.44,clear sky
620,Bukene,TZ,-4.2333,32.8833,66.06,86,78,10.89,broken clouds
621,Sao Felix Do Xingu,BR,-6.6447,-51.995,86.54,64,99,4.12,overcast clouds
622,Samarai,PG,-10.6167,150.6667,83.62,76,50,15.12,scattered clouds
623,Wasilla,US,61.5814,-149.4394,28.29,63,0,5.75,clear sky
624,Nouakchott,MR,18.0858,-15.9785,69.73,74,1,17.0,clear sky
625,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,87.55,65,51,4.83,broken clouds
626,Altamont,US,42.2068,-121.7372,39.4,67,100,6.91,overcast clouds
627,Lai,TD,9.3952,16.2989,89.44,40,89,1.7,overcast clouds
628,Seydi,TM,39.4816,62.9137,76.42,28,99,17.22,overcast clouds
629,Makakilo City,US,21.3469,-158.0858,75.61,70,100,8.05,overcast clouds
630,Gazanjyk,TM,39.2446,55.5154,59.25,76,100,6.89,overcast clouds
631,Bridlington,GB,54.0831,-0.1919,52.9,83,96,8.99,overcast clouds
632,Chara,RU,56.9064,118.2631,9.97,84,100,2.55,overcast clouds
633,Oga,IT,46.4631,10.347,38.08,81,12,4.56,few clouds
634,Lindon,US,40.3433,-111.7208,43.09,29,40,9.22,scattered clouds
635,Cosamaloapan,MX,18.3667,-95.8,90.16,33,23,5.06,few clouds
636,Plainview,US,40.7765,-73.4673,49.96,48,100,12.66,overcast clouds
637,Maniwaki,CA,46.3834,-75.966,39.58,56,100,9.22,overcast clouds
638,Gat,IL,31.61,34.7642,70.39,100,8,6.24,clear sky
639,Jibuti,DJ,11.5,42.5,77.38,62,2,12.55,clear sky
640,Xiaoweizhai,CN,26.1903,107.5125,60.12,84,51,3.27,broken clouds
641,Gawler,AU,-34.6,138.7333,65.21,77,95,2.73,overcast clouds
642,Lingao,CN,19.9103,109.6859,71.08,88,2,10.18,clear sky
643,Luang Prabang,LA,19.8856,102.1347,75.6,60,50,1.57,scattered clouds
644,Provost,CA,52.3501,-110.2683,36.05,53,100,21.81,overcast clouds
645,Sembe,CG,1.6481,14.5806,78.84,72,93,2.33,overcast clouds
646,Rawson,AR,-43.3002,-65.1023,62.4,50,2,22.46,clear sky
647,College,US,64.8569,-147.8028,14.58,60,100,0.0,overcast clouds
648,Koping,SE,59.514,15.9926,46.33,93,100,4.59,overcast clouds
649,Sur,OM,22.5667,59.5289,88.14,36,90,9.04,overcast clouds
650,Gorin,RU,51.1983,136.6669,29.01,98,100,4.03,snow
651,Swift Current,CA,50.2834,-107.8014,34.61,60,75,25.32,broken clouds
652,Copala,MX,16.65,-98.9833,89.08,46,17,9.55,few clouds
653,Blagoveshchenka,RU,52.8333,79.8667,34.12,78,1,10.2,clear sky
654,Atar,MR,20.5169,-13.0499,97.88,3,2,9.91,clear sky
655,Nicoya,CR,10.1483,-85.452,94.03,37,100,14.07,overcast clouds
656,Nizhniy Tsasuchey,RU,50.5167,115.1333,27.46,89,64,4.9,broken clouds
657,Quatre Cocos,MU,-20.2078,57.7625,77.11,80,42,14.7,light rain
658,Adrar,MR,20.5022,-10.0711,95.38,4,0,5.06,clear sky
659,Altamira,BR,-3.2033,-52.2064,86.09,74,40,4.61,scattered clouds
660,Hagere Selam,ET,6.4833,38.5167,47.93,92,87,6.15,light rain
661,Deloraine,AU,-41.5333,146.6667,51.35,68,40,1.99,scattered clouds
662,Neiafu,TO,-18.65,-173.9833,72.28,94,20,0.0,few clouds
663,Vagur,FO,61.4732,-6.8119,35.71,62,99,9.13,overcast clouds
664,Salinopolis,BR,-0.6136,-47.3561,75.85,89,100,4.81,overcast clouds
665,Antalya,TR,36.7741,30.7178,64.09,81,75,5.75,broken clouds
666,Gizo,SB,-8.103,156.8419,82.24,73,88,4.68,overcast clouds
667,San Luis,AR,-33.295,-66.3356,61.0,78,93,9.73,overcast clouds
668,Niltepec,MX,16.5667,-94.6167,95.95,29,4,5.19,clear sky
669,Chapais,CA,49.7834,-74.8492,29.98,79,98,8.52,overcast clouds
670,Bikaner,IN,28.0167,73.3,89.44,12,38,11.14,scattered clouds
671,Pokhara,NP,28.2333,83.9833,70.41,47,42,6.49,scattered clouds
672,Otofuke,JP,42.9917,143.2003,39.76,90,52,2.77,broken clouds
673,Zhangye,CN,38.9342,100.4517,47.35,34,100,10.16,overcast clouds
674,Rapar,IN,23.5667,70.6333,84.36,37,68,11.7,broken clouds
675,Labuhan,ID,-6.8844,112.2051,78.44,82,75,5.41,broken clouds
676,Richmond,US,37.5538,-77.4603,58.06,40,75,17.27,broken clouds
677,Tynda,RU,55.1667,124.7167,14.81,94,100,3.8,overcast clouds
678,Wai,IN,17.9333,73.9,75.0,57,88,5.88,overcast clouds
679,Bellegarde-Sur-Valserine,FR,46.1079,5.8242,54.72,68,76,2.46,broken clouds
680,Zhigalovo,RU,54.8097,105.1578,29.53,93,100,5.03,overcast clouds
